Model,Year_of_Manufacture,Number_of_Engines,Engine_Type,Capacity,Range_(km),Fuel_Consumption_(L/hour),Hourly_Maintenance_Cost_($),Age,Sales_Region,Price_($),Company,Age_Group,HMC_per_person,Engine_Power_Factor,Price_per_Seat,Seats_per_Engine,Company_Popularity,FuelCost_Maint_Index,Engine_to_Capacity
Boeing 737,1990,2,Turbofan,162,5700,13.15,4391.75,35,Africa,61024439.14,Boeing,30-40,27.109567901234566,12,376694.0687654321,81.0,4132,57.0675,0.012345679012345678
Airbus A350,1980,2,Turbofan,350,14800,2.99,4782.02,45,Europe,450935344.28,Airbus,40+,13.662914285714287,12,1288386.6979428572,175.0,4155,50.81020000000001,0.005714285714285714
Boeing 777,1982,2,Turbofan,396,15600,10.37,3697.96,43,South America,418365001.96,Boeing,40+,9.338282828282829,12,1056477.2776767677,198.0,4132,47.349599999999995,0.005050505050505051
Airbus A320,2023,2,Turbofan,180,6300,6.67,3965.05,2,Africa,148855930.11,Airbus,0-10,22.028055555555557,12,826977.3895,90.0,4155,46.3205,0.011111111111111112
Boeing 737,1985,2,Turbofan,162,5700,6.55,553.9,40,Europe,60003559.95,Boeing,30-40,3.419135802469136,12,370392.34537037037,81.0,4132,12.088999999999999,0.012345679012345678
Airbus A320,1984,2,Turbofan,180,6300,6.18,912.85,41,Europe,84803337.69,Airbus,40+,5.071388888888889,12,471129.65383333334,90.0,4155,15.3085,0.011111111111111112
Airbus A350,1986,2,Turbofan,350,14800,5.28,4278.22,39,Africa,382265193.59,Airbus,30-40,12.223485714285715,12,1092186.2674,175.0,4155,48.062200000000004,0.005714285714285714
Airbus A320,1990,2,Turbofan,180,6300,4.51,1103.37,35,North America,78742341.06,Airbus,30-40,6.129833333333333,12,437457.45033333334,90.0,4155,15.5437,0.011111111111111112
Bombardier CRJ200,2013,2,Turbofan,50,3000,12.93,1321.26,12,Australia,20215405.41,Bombardier,10-20,26.4252,12,404308.1082,25.0,2051,26.1426,0.04
Cessna 172,2023,1,Piston,4,1285,45.97,2278.36,2,South America,399408.58,Cessna,0-10,569.59,1,99852.145,4.0,2039,68.7536,0.25
Cessna 172,2017,1,Piston,4,1285,45.7,2772.26,8,North America,320900.05,Cessna,0-10,693.065,1,80225.0125,4.0,2039,73.4226,0.25
Airbus A350,1990,2,Turbofan,350,14800,9.47,4409.41,35,South America,354541878.28,Airbus,30-40,12.598314285714284,12,1012976.7950857142,175.0,4155,53.564099999999996,0.005714285714285714
Cessna 172,2022,1,Piston,4,1285,34.31,4890.35,3,South America,361287.38,Cessna,0-10,1222.5875,1,90321.845,4.0,2039,83.21350000000001,0.25
Airbus A320,2008,2,Turbofan,180,6300,7.85,4014.94,17,Africa,82430652.43,Airbus,10-20,22.305222222222223,12,457948.0690555556,90.0,4155,47.9994,0.011111111111111112
Airbus A320,2019,2,Turbofan,180,6300,13.07,3663.14,6,Africa,160333384.6,Airbus,0-10,20.350777777777775,12,890741.0255555555,90.0,4155,49.7014,0.011111111111111112
Boeing 777,2000,2,Turbofan,396,15600,8.25,2783.14,25,North America,385313490.56,Boeing,20-30,7.028131313131313,12,973013.865050505,198.0,4132,36.0814,0.005050505050505051
Cessna 172,1993,1,Piston,4,1285,22.64,4726.61,32,Australia,202851.95,Cessna,30-40,1181.6525,1,50712.9875,4.0,2039,69.9061,0.25
Boeing 737,1992,2,Turbofan,162,5700,11.3,4103.11,33,Africa,68637108.94,Boeing,30-40,25.327839506172836,12,423685.85765432095,81.0,4132,52.33109999999999,0.012345679012345678
Boeing 777,2004,2,Turbofan,396,15600,10.15,1254.64,21,South America,505469508.02,Boeing,20-30,3.1682828282828286,12,1276438.1515656565,198.0,4132,22.696400000000004,0.005050505050505051
Airbus A350,1985,2,Turbofan,350,14800,5.53,3975.24,40,South America,403487190.59,Airbus,30-40,11.357828571428572,12,1152820.544542857,175.0,4155,45.2824,0.005714285714285714
Boeing 737,1988,2,Turbofan,162,5700,6.07,4240.35,37,Asia,68052936.19,Boeing,30-40,26.175,12,420079.85302469134,81.0,4132,48.4735,0.012345679012345678
Airbus A320,2014,2,Turbofan,180,6300,5.96,3567.23,11,Asia,125159296.53,Airbus,10-20,19.817944444444443,12,695329.4251666666,90.0,4155,41.6323,0.011111111111111112
Cessna 172,2010,1,Piston,4,1285,26.63,3188.95,15,Africa,369544.69,Cessna,10-20,797.2375,1,92386.1725,4.0,2039,58.519499999999994,0.25
Bombardier CRJ200,2017,2,Turbofan,50,3000,4.31,1228.92,8,Australia,21666071.46,Bombardier,0-10,24.578400000000002,12,433321.4292,25.0,2051,16.5992,0.04
Bombardier CRJ200,1988,2,Turbofan,50,3000,2.27,4318.87,37,Asia,11233277.21,Bombardier,30-40,86.3774,12,224665.5442,25.0,2051,45.4587,0.04
Cessna 172,1991,1,Piston,4,1285,28.3,798.08,34,South America,198719.57,Cessna,30-40,199.52,1,49679.8925,4.0,2039,36.2808,0.25
Airbus A320,1988,2,Turbofan,180,6300,5.02,1722.43,37,Europe,82176129.69,Airbus,30-40,9.569055555555556,12,456534.0538333333,90.0,4155,22.2443,0.011111111111111112
Boeing 737,2012,2,Turbofan,162,5700,4.92,2295.73,13,South America,111981660.04,Boeing,10-20,14.171172839506173,12,691244.8150617285,81.0,4132,27.877299999999998,0.012345679012345678
Cessna 172,1984,1,Piston,4,1285,13.25,3249.54,41,Europe,195623.68,Cessna,40+,812.385,1,48905.92,4.0,2039,45.745400000000004,0.25
Cessna 172,2015,1,Piston,4,1285,29.08,3369.86,10,Asia,353183.3,Cessna,0-10,842.465,1,88295.825,4.0,2039,62.7786,0.25
Boeing 777,2013,2,Turbofan,396,15600,11.5,3767.75,12,South America,657453500.52,Boeing,10-20,9.514520202020202,12,1660236.1124242423,198.0,4132,49.1775,0.005050505050505051
Boeing 737,1996,2,Turbofan,162,5700,13.74,1496.75,29,North America,76304154.43,Boeing,20-30,9.239197530864198,12,471013.2989506173,81.0,4132,28.707500000000003,0.012345679012345678
Boeing 777,2015,2,Turbofan,396,15600,5.35,1156.35,10,Europe,661272398.63,Boeing,0-10,2.9200757575757574,12,1669879.794520202,198.0,4132,16.9135,0.005050505050505051
Airbus A320,1982,2,Turbofan,180,6300,6.15,3137.48,43,Africa,59961186.45,Airbus,40+,17.430444444444444,12,333117.7025,90.0,4155,37.5248,0.011111111111111112
Airbus A350,1993,2,Turbofan,350,14800,8.33,3382.49,32,Europe,372103429.19,Airbus,30-40,9.664257142857142,12,1063152.6548285715,175.0,4155,42.1549,0.005714285714285714
Airbus A320,2020,2,Turbofan,180,6300,10.45,520.74,5,Asia,120334805.53,Airbus,0-10,2.8930000000000002,12,668526.6973888889,90.0,4155,15.657399999999999,0.011111111111111112
Cessna 172,1989,1,Piston,4,1285,18.81,923.66,36,South America,194444.7,Cessna,30-40,230.915,1,48611.175,4.0,2039,28.046599999999998,0.25
Airbus A350,1984,2,Turbofan,350,14800,14.16,1506.98,41,Africa,351856048.14,Airbus,40+,4.305657142857143,12,1005302.9946857142,175.0,4155,29.2298,0.005714285714285714
Bombardier CRJ200,2020,2,Turbofan,50,3000,3.03,1124.68,5,South America,22517149.35,Bombardier,0-10,22.4936,12,450342.987,25.0,2051,14.2768,0.04
Boeing 737,2000,2,Turbofan,162,5700,4.43,3149.91,25,Africa,52625854.29,Boeing,20-30,19.44388888888889,12,324850.9524074074,81.0,4132,35.9291,0.012345679012345678
Airbus A320,2023,2,Turbofan,180,6300,6.17,4117.44,2,North America,156317838.27,Airbus,0-10,22.874666666666663,12,868432.4348333334,90.0,4155,47.3444,0.011111111111111112
Boeing 777,1981,2,Turbofan,396,15600,11.38,2562.19,44,Asia,452873392.75,Boeing,40+,6.470176767676768,12,1143619.678661616,198.0,4132,37.0019,0.005050505050505051
Boeing 737,1981,2,Turbofan,162,5700,7.34,3477.58,44,Australia,61453659.78,Boeing,40+,21.466543209876544,12,379343.5788888889,81.0,4132,42.11579999999999,0.012345679012345678
Bombardier CRJ200,1981,2,Turbofan,50,3000,14.57,2767.92,44,Australia,12904766.8,Bombardier,40+,55.3584,12,258095.336,25.0,2051,42.2492,0.04
Boeing 737,1985,2,Turbofan,162,5700,8.28,1304.41,40,North America,65199886.07,Boeing,30-40,8.051913580246914,12,402468.4325308642,81.0,4132,21.3241,0.012345679012345678
Airbus A320,2020,2,Turbofan,180,6300,6.19,4588.98,5,South America,145509749.02,Airbus,0-10,25.49433333333333,12,808387.4945555556,90.0,4155,52.07979999999999,0.011111111111111112
Boeing 737,1985,2,Turbofan,162,5700,13.43,831.85,40,Australia,69185859.47,Boeing,30-40,5.134876543209876,12,427073.20660493826,81.0,4132,21.7485,0.012345679012345678
Airbus A320,2010,2,Turbofan,180,6300,2.29,1633.73,15,Asia,120423461.0,Airbus,10-20,9.076277777777777,12,669019.2277777778,90.0,4155,18.627299999999998,0.011111111111111112
Airbus A350,2014,2,Turbofan,350,14800,3.45,4900.15,11,Australia,556980138.96,Airbus,10-20,14.00042857142857,12,1591371.8256,175.0,4155,52.4515,0.005714285714285714
Boeing 777,1983,2,Turbofan,396,15600,4.35,2578.77,42,Australia,376738483.42,Boeing,40+,6.512045454545454,12,951359.8066161616,198.0,4132,30.137700000000002,0.005050505050505051
Bombardier CRJ200,2018,2,Turbofan,50,3000,4.55,1579.29,7,Asia,22465995.45,Bombardier,0-10,31.5858,12,449319.909,25.0,2051,20.3429,0.04
Bombardier CRJ200,1989,2,Turbofan,50,3000,13.35,2986.34,36,North America,11226457.07,Bombardier,30-40,59.726800000000004,12,224529.1414,25.0,2051,43.2134,0.04
Boeing 777,2004,2,Turbofan,396,15600,12.37,3035.25,21,Australia,493869933.51,Boeing,20-30,7.6647727272727275,12,1247146.2967424241,198.0,4132,42.7225,0.005050505050505051
Boeing 737,2012,2,Turbofan,162,5700,2.95,1094.7,13,Australia,104867216.27,Boeing,10-20,6.757407407407408,12,647328.4954938272,81.0,4132,13.897000000000002,0.012345679012345678
Boeing 777,1998,2,Turbofan,396,15600,9.03,3162.56,27,North America,367673399.12,Boeing,20-30,7.986262626262626,12,928468.1795959596,198.0,4132,40.6556,0.005050505050505051
Airbus A320,1985,2,Turbofan,180,6300,6.32,1622.66,40,South America,79736413.94,Airbus,30-40,9.014777777777779,12,442980.0774444444,90.0,4155,22.5466,0.011111111111111112
Airbus A320,2018,2,Turbofan,180,6300,8.08,1054.83,7,Australia,153398487.58,Airbus,0-10,5.860166666666666,12,852213.819888889,90.0,4155,18.6283,0.011111111111111112
Cessna 172,2014,1,Piston,4,1285,26.74,4768.47,11,Africa,336205.04,Cessna,10-20,1192.1175,1,84051.26,4.0,2039,74.4247,0.25
Boeing 777,2011,2,Turbofan,396,15600,12.97,3069.15,14,South America,641020622.24,Boeing,10-20,7.750378787878788,12,1618738.945050505,198.0,4132,43.661500000000004,0.005050505050505051
Boeing 737,1989,2,Turbofan,162,5700,8.32,4643.1,36,Europe,58026932.69,Boeing,30-40,28.661111111111115,12,358190.9425308642,81.0,4132,54.751000000000005,0.012345679012345678
Boeing 777,2012,2,Turbofan,396,15600,5.64,920.72,13,South America,561012457.29,Boeing,10-20,2.325050505050505,12,1416698.1244696968,198.0,4132,14.8472,0.005050505050505051
Boeing 737,2000,2,Turbofan,162,5700,14.59,1945.05,25,Africa,63030678.03,Boeing,20-30,12.006481481481481,12,389078.25944444444,81.0,4132,34.0405,0.012345679012345678
Airbus A350,1982,2,Turbofan,350,14800,3.99,4946.25,43,South America,440467861.6,Airbus,40+,14.132142857142858,12,1258479.6045714286,175.0,4155,53.4525,0.005714285714285714
Airbus A350,2009,2,Turbofan,350,14800,10.41,2642.23,16,Asia,541053140.88,Airbus,10-20,7.549228571428571,12,1545866.1168,175.0,4155,36.832300000000004,0.005714285714285714
Boeing 737,2018,2,Turbofan,162,5700,3.82,949.4,7,Asia,112081823.33,Boeing,0-10,5.860493827160494,12,691863.1069753086,81.0,4132,13.314,0.012345679012345678
Boeing 737,2022,2,Turbofan,162,5700,14.08,1218.6,3,North America,138156254.05,Boeing,0-10,7.522222222222221,12,852816.3830246915,81.0,4132,26.266,0.012345679012345678
Airbus A320,2004,2,Turbofan,180,6300,5.81,2999.72,21,North America,109854079.51,Airbus,20-30,16.66511111111111,12,610300.4417222223,90.0,4155,35.8072,0.011111111111111112
Bombardier CRJ200,2001,2,Turbofan,50,3000,7.33,3294.0,24,Asia,14119391.44,Bombardier,20-30,65.88,12,282387.8288,25.0,2051,40.269999999999996,0.04
Boeing 777,2013,2,Turbofan,396,15600,4.48,1083.12,12,North America,583753605.1,Boeing,10-20,2.735151515151515,12,1474125.2654040405,198.0,4132,15.3112,0.005050505050505051
Cessna 172,1989,1,Piston,4,1285,36.4,4179.65,36,Africa,189164.05,Cessna,30-40,1044.9125,1,47291.0125,4.0,2039,78.19649999999999,0.25
Airbus A350,2016,2,Turbofan,350,14800,10.97,2283.26,9,Asia,758135346.1,Airbus,0-10,6.523600000000001,12,2166100.988857143,175.0,4155,33.802600000000005,0.005714285714285714
Airbus A320,2006,2,Turbofan,180,6300,8.63,3830.02,19,Europe,116189178.39,Airbus,10-20,21.27788888888889,12,645495.4355,90.0,4155,46.930200000000006,0.011111111111111112
Boeing 777,2012,2,Turbofan,396,15600,8.65,2944.71,13,Europe,599340368.13,Boeing,10-20,7.436136363636364,12,1513485.7781060606,198.0,4132,38.097100000000005,0.005050505050505051
Boeing 777,2003,2,Turbofan,396,15600,9.46,747.34,22,Australia,485323058.73,Boeing,20-30,1.8872222222222224,12,1225563.2796212123,198.0,4132,16.933400000000002,0.005050505050505051
Boeing 737,2003,2,Turbofan,162,5700,4.08,4038.43,22,North America,78029205.38,Boeing,20-30,24.92858024691358,12,481661.76160493825,81.0,4132,44.464299999999994,0.012345679012345678
Airbus A320,2016,2,Turbofan,180,6300,5.03,2113.02,9,Africa,145000335.29,Airbus,0-10,11.739,12,805557.4182777777,90.0,4155,26.1602,0.011111111111111112
Bombardier CRJ200,1982,2,Turbofan,50,3000,9.29,2141.53,43,South America,9955993.45,Bombardier,40+,42.830600000000004,12,199119.86899999998,25.0,2051,30.7053,0.04
Bombardier CRJ200,1982,2,Turbofan,50,3000,5.73,2473.26,43,Australia,12421388.09,Bombardier,40+,49.4652,12,248427.7618,25.0,2051,30.462600000000002,0.04
Airbus A350,1983,2,Turbofan,350,14800,2.19,1565.87,42,Africa,421658250.63,Airbus,40+,4.473914285714286,12,1204737.8589428572,175.0,4155,17.8487,0.005714285714285714
Airbus A320,1995,2,Turbofan,180,6300,9.96,593.88,30,Africa,82902497.92,Airbus,20-30,3.2993333333333332,12,460569.43288888887,90.0,4155,15.898800000000001,0.011111111111111112
Cessna 172,2019,1,Piston,4,1285,31.6,1197.77,6,South America,358965.91,Cessna,0-10,299.4425,1,89741.4775,4.0,2039,43.5777,0.25
Airbus A350,2019,2,Turbofan,350,14800,11.97,862.75,6,North America,629964991.97,Airbus,0-10,2.465,12,1799899.9770571429,175.0,4155,20.5975,0.005714285714285714
Boeing 737,2019,2,Turbofan,162,5700,9.11,4318.64,6,Australia,118693005.75,Boeing,0-10,26.658271604938275,12,732672.875,81.0,4132,52.296400000000006,0.012345679012345678
Cessna 172,1991,1,Piston,4,1285,46.66,4647.17,34,Europe,179388.79,Cessna,30-40,1161.7925,1,44847.1975,4.0,2039,93.1317,0.25
Boeing 737,1983,2,Turbofan,162,5700,5.44,3963.49,42,North America,62977120.72,Boeing,40+,24.465987654320987,12,388747.6587654321,81.0,4132,45.0749,0.012345679012345678
Boeing 737,1987,2,Turbofan,162,5700,12.88,3772.47,38,Africa,58993218.5,Boeing,30-40,23.28685185185185,12,364155.6697530864,81.0,4132,50.6047,0.012345679012345678
Boeing 777,2013,2,Turbofan,396,15600,7.37,2307.28,12,Asia,692456656.44,Boeing,10-20,5.826464646464647,12,1748627.9203030304,198.0,4132,30.442800000000002,0.005050505050505051
Cessna 172,2013,1,Piston,4,1285,16.69,2710.73,12,Australia,365007.61,Cessna,10-20,677.6825,1,91251.9025,4.0,2039,43.79730000000001,0.25
Boeing 737,1996,2,Turbofan,162,5700,12.66,2892.69,29,Australia,44573904.76,Boeing,20-30,17.85611111111111,12,275147.5602469136,81.0,4132,41.5869,0.012345679012345678
Bombardier CRJ200,1996,2,Turbofan,50,3000,5.0,2828.01,29,Australia,13394224.44,Bombardier,20-30,56.5602,12,267884.4888,25.0,2051,33.280100000000004,0.04
Airbus A320,2015,2,Turbofan,180,6300,10.39,1937.17,10,Africa,139537642.86,Airbus,0-10,10.762055555555555,12,775209.1270000001,90.0,4155,29.7617,0.011111111111111112
Airbus A350,1995,2,Turbofan,350,14800,6.45,1161.22,30,South America,436264845.04,Airbus,20-30,3.3177714285714286,12,1246470.9858285715,175.0,4155,18.0622,0.005714285714285714
Airbus A320,2004,2,Turbofan,180,6300,14.46,4343.07,21,Australia,103379979.97,Airbus,20-30,24.128166666666665,12,574333.2220555556,90.0,4155,57.890699999999995,0.011111111111111112
Airbus A320,2013,2,Turbofan,180,6300,9.3,2704.49,12,Australia,116291586.05,Airbus,10-20,15.024944444444444,12,646064.3669444445,90.0,4155,36.344899999999996,0.011111111111111112
Boeing 737,2005,2,Turbofan,162,5700,12.28,2402.62,20,North America,80068289.38,Boeing,10-20,14.830987654320987,12,494248.6998765432,81.0,4132,36.3062,0.012345679012345678
Airbus A320,1989,2,Turbofan,180,6300,13.6,4121.98,36,Australia,78670349.98,Airbus,30-40,22.899888888888885,12,437057.4998888889,90.0,4155,54.8198,0.011111111111111112
Boeing 737,1989,2,Turbofan,162,5700,4.61,983.41,36,Australia,59319622.31,Boeing,30-40,6.070432098765432,12,366170.5080864198,81.0,4132,14.444099999999999,0.012345679012345678
Airbus A350,2019,2,Turbofan,350,14800,8.46,4550.97,6,Australia,805676359.65,Airbus,0-10,13.00277142857143,12,2301932.456142857,175.0,4155,53.9697,0.005714285714285714
Boeing 777,1990,2,Turbofan,396,15600,6.24,1100.33,35,South America,364166727.47,Boeing,30-40,2.778611111111111,12,919612.9481565658,198.0,4132,17.243299999999998,0.005050505050505051
Cessna 172,2021,1,Piston,4,1285,36.05,790.47,4,Australia,420145.71,Cessna,0-10,197.6175,1,105036.4275,4.0,2039,43.954699999999995,0.25
Bombardier CRJ200,1999,2,Turbofan,50,3000,7.28,2832.14,26,Africa,13943934.67,Bombardier,20-30,56.642799999999994,12,278878.6934,25.0,2051,35.6014,0.04
Boeing 777,1990,2,Turbofan,396,15600,4.37,4181.43,35,Asia,361938896.38,Boeing,30-40,10.559166666666668,12,913987.112070707,198.0,4132,46.1843,0.005050505050505051
Airbus A320,2006,2,Turbofan,180,6300,12.63,3640.19,19,Australia,115810005.68,Airbus,10-20,20.223277777777778,12,643388.9204444445,90.0,4155,49.03190000000001,0.011111111111111112
Airbus A320,2003,2,Turbofan,180,6300,12.02,1604.13,22,Australia,88206510.71,Airbus,20-30,8.911833333333334,12,490036.1706111111,90.0,4155,28.0613,0.011111111111111112
Bombardier CRJ200,2013,2,Turbofan,50,3000,4.65,688.67,12,Africa,20773706.74,Bombardier,10-20,13.773399999999999,12,415474.13479999994,25.0,2051,11.5367,0.04
Airbus A320,1986,2,Turbofan,180,6300,2.85,1402.91,39,North America,72344859.18,Airbus,30-40,7.793944444444445,12,401915.88433333335,90.0,4155,16.8791,0.011111111111111112
Boeing 777,1985,2,Turbofan,396,15600,5.28,4479.74,40,Africa,455056473.84,Boeing,30-40,11.312474747474747,12,1149132.5096969695,198.0,4132,50.0774,0.005050505050505051
Boeing 737,2004,2,Turbofan,162,5700,10.31,2539.54,21,North America,79231145.62,Boeing,20-30,15.676172839506172,12,489081.14580246917,81.0,4132,35.7054,0.012345679012345678
Bombardier CRJ200,2004,2,Turbofan,50,3000,13.27,2180.86,21,Europe,16551428.45,Bombardier,20-30,43.617200000000004,12,331028.56899999996,25.0,2051,35.0786,0.04
Boeing 777,2003,2,Turbofan,396,15600,3.03,1896.11,22,North America,546173813.87,Boeing,20-30,4.788156565656565,12,1379226.8027020202,198.0,4132,21.9911,0.005050505050505051
Boeing 737,1991,2,Turbofan,162,5700,9.62,638.51,34,Africa,61688526.91,Boeing,30-40,3.9414197530864197,12,380793.3759876543,81.0,4132,16.0051,0.012345679012345678
Airbus A320,2023,2,Turbofan,180,6300,14.07,3175.09,2,North America,140995714.73,Airbus,0-10,17.639388888888888,12,783309.5262777777,90.0,4155,45.8209,0.011111111111111112
Boeing 777,2014,2,Turbofan,396,15600,6.64,2482.18,11,Australia,588862029.92,Boeing,10-20,6.268131313131312,12,1487025.328080808,198.0,4132,31.4618,0.005050505050505051
Airbus A320,1998,2,Turbofan,180,6300,10.34,3813.56,27,Europe,83732943.61,Airbus,20-30,21.186444444444444,12,465183.02005555556,90.0,4155,48.4756,0.011111111111111112
Bombardier CRJ200,1981,2,Turbofan,50,3000,7.6,4653.42,44,Australia,12744718.38,Bombardier,40+,93.0684,12,254894.36760000003,25.0,2051,54.1342,0.04
Boeing 737,2010,2,Turbofan,162,5700,4.8,4931.14,15,Africa,96609129.32,Boeing,10-20,30.43913580246914,12,596352.6501234567,81.0,4132,54.1114,0.012345679012345678
Boeing 777,2006,2,Turbofan,396,15600,8.2,4176.05,19,North America,619505339.09,Boeing,10-20,10.545580808080809,12,1564407.4219444445,198.0,4132,49.960499999999996,0.005050505050505051
Boeing 777,2012,2,Turbofan,396,15600,14.09,4027.72,13,South America,674440880.25,Boeing,10-20,10.1710101010101,12,1703133.5359848484,198.0,4132,54.3672,0.005050505050505051
Cessna 172,2012,1,Piston,4,1285,18.2,802.29,13,Asia,357891.96,Cessna,10-20,200.5725,1,89472.99,4.0,2039,26.2229,0.25
Airbus A320,1986,2,Turbofan,180,6300,11.01,4884.37,39,North America,62598633.0,Airbus,30-40,27.135388888888887,12,347770.18333333335,90.0,4155,59.853699999999996,0.011111111111111112
Airbus A320,2015,2,Turbofan,180,6300,6.8,699.75,10,Australia,143878658.09,Airbus,0-10,3.8875,12,799325.8782777778,90.0,4155,13.7975,0.011111111111111112
Cessna 172,2013,1,Piston,4,1285,18.46,2745.11,12,Europe,343069.44,Cessna,10-20,686.2775,1,85767.36,4.0,2039,45.911100000000005,0.25
Boeing 777,2001,2,Turbofan,396,15600,5.12,3136.57,24,Australia,387269058.79,Boeing,20-30,7.920631313131314,12,977952.1686616162,198.0,4132,36.4857,0.005050505050505051
Airbus A320,2009,2,Turbofan,180,6300,13.7,3143.25,16,South America,125825598.92,Airbus,10-20,17.4625,12,699031.1051111111,90.0,4155,45.1325,0.011111111111111112
Bombardier CRJ200,1983,2,Turbofan,50,3000,3.2,4672.72,42,Australia,11970690.13,Bombardier,40+,93.4544,12,239413.80260000002,25.0,2051,49.927200000000006,0.04
Bombardier CRJ200,2001,2,Turbofan,50,3000,8.19,931.15,24,Asia,11413928.75,Bombardier,20-30,18.623,12,228278.575,25.0,2051,17.5015,0.04
Boeing 777,2023,2,Turbofan,396,15600,10.33,1969.03,2,Australia,942637210.98,Boeing,0-10,4.97229797979798,12,2380396.9974242426,198.0,4132,30.0203,0.005050505050505051
